Project_Name,condo_name,Price,Room_Type,Floor,Bedrooms,Bathrooms,Room_Size,Original_Link,district_name,latitude,longitude,district_clean,condo_id,total_problems,total_score,total_unresolved,unique_tickets,unique_unresolved,count_cleanliness,count_environment,count_flood,count_noise,count_other,count_road,count_safety,score_cleanliness,score_environment,score_flood,score_noise,score_other,score_road,score_safety,unresolved_cleanliness,unresolved_environment,unresolved_flood,unresolved_noise,unresolved_other,unresolved_road,unresolved_safety,dist_to_bts_m,nearest_bts,near_bts,norm_safety,risk_safety,norm_environment,risk_environment,norm_other,risk_other,norm_road,risk_road,norm_cleanliness,risk_cleanliness,norm_flood,risk_flood,norm_noise,risk_noise,risk_non_travel,risk_travel_raw,travel_factor,risk_travel_effective,raw_risk,risk_score_0_100,safety_score_0_100,price_per_sqm,price_score_0_100,quality_label,value_index,safety_pct_in_district,price_pct_in_district,value_index_pct_in_district,overall_pct_in_district,overall_score_0_100,Cluster_Label,livability
🔺 ขายคอนโด เดอะ เซนต์ เรสิเดนเซส อาคาร 1 ชั้น 35 1 ห้องนอน ขนาด 30 ตรม ใกล้ ห้าแยกลาดพร้าว,The Saint Residences,3290000.0,1 ห้องนอน,35,1 ห้องนอน,1 ห้องน้ำ,30.0,https://propertyhub.in.th/listings/%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0-%E0%B9%80%E0%B8%8B%E0%B8%99%E0%B8%95%E0%B9%8C-%E0%B9%80%E0%B8%A3%E0%B8%AA%E0%B8%B4%E0%B9%80%E0%B8%94%E0%B8%99%E0%B9%80%E0%B8%8B%E0%B8%AA-%E0%B8%AD%E0%B8%B2%E0%B8%84%E0%B8%B2%E0%B8%A3-1-%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%99-35-1-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%82%E0%B8%99%E0%B8%B2%E0%B8%94-30-%E0%B8%95%E0%B8%A3%E0%B8%A1-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89-%E0%B8%AB%E0%B9%89%E0%B8%B2%E0%B9%81%E0%B8%A2%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%A7--b19909d5---5466155,เขตจตุจักร,13.81151,100.561078,จตุจักร,11,10131,13850.749999999998,2179,6395,1364,132.0,40.0,55.0,19.0,9103.0,528.0,254.0,367.25,129.9,242.0,63.9,10455.3,1570.75,1021.65,25.0,4.0,8.0,2.0,1949.0,125.0,66.0,603.662258969957,สถานีห้าแยกลาดพร้าว,False,0.3613086770981508,1.2645803698435278,0.9090909090909091,2.727272727272727,0.5016809038302563,0.5016809038302563,0.4493617021276596,1.123404255319149,0.18591549295774648,0.4647887323943662,0.45454545454545453,1.8181818181818181,0.5135135135135135,1.5405405405405403,8.317045092063236,1.123404255319149,1.0,1.123404255319149,9.440449347382385,59.11908745818576,40.88091254181424,109666.66666666667,10.759016233115025,Bad,30.121896308699213,7.3426573426573425,29.195804195804197,5.06993006993007,4.020979020979021,55.388933909335464,Ultra-Luxury,55.388933909335464
🔺 ขายคอนโด ไลฟ์ แอท พหล 18 อาคาร 1 ชั้น 2 1 ห้องนอน ขนาด 41 ตรม ใกล้ เซ็นทรัลลาดพร้าว,Life @ Phahon 18,3100000.0,1 ห้องนอน,2,1 ห้องนอน,1 ห้องน้ำ,41.0,https://propertyhub.in.th/listings/%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-%E0%B9%84%E0%B8%A5%E0%B8%9F%E0%B9%8C-%E0%B9%81%E0%B8%AD%E0%B8%97-%E0%B8%9E%E0%B8%AB%E0%B8%A5-18-%E0%B8%AD%E0%B8%B2%E0%B8%84%E0%B8%B2%E0%B8%A3-1-%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%99-2-1-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%82%E0%B8%99%E0%B8%B2%E0%B8%94-41-%E0%B8%95%E0%B8%A3%E0%B8%A1-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89-%E0%B9%80%E0%B8%8B%E0%B9%87%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B8%B1%E0%B8%A5%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%A7--a4d008f5---5575681,เขตจตุจักร,13.796567476,100.552789263,จตุจักร,12,5932,7988.95,1233,3797,777,59.0,24.0,38.0,8.0,5366.0,284.0,153.0,165.5,73.5,172.4,25.8,6167.2,778.0,606.55,12.0,1.0,9.0,0.0,1152.0,38.0,21.0,458.9460243825169,สถานีสะพานควาย,True,0.21763869132290184,0.7617354196301565,0.5454545454545454,1.6363636363636362,0.2957288509231193,0.2957288509231193,0.24170212765957447,0.6042553191489362,0.08309859154929577,0.20774647887323944,0.3140495867768595,1.256198347107438,0.21621621621621623,0.6486486486486487,4.806421381546238,0.6042553191489362,0.0,0.0,4.806421381546238,25.665858315623797,74.3341416843762,75609.75609756098,7.345382159830321,Okay,66.98875952454588,75.6993006993007,4.895104895104895,97.55244755244755,95.45454545454545,79.83028453111424,Ultra-Luxury,79.83028453111424
🔺 ขายคอนโด ซิม คอนโด วิภา -ลาดพร้าว อาคาร 1 ชั้น 17 1 ห้องนอน ขนาด 37 ตรม ใกล้ เซ็นทรัลเกษตรศาสตร์,SYM Vibha - Ladprao,2880000.0,1 ห้องนอน,17,1 ห้องนอน,1 ห้องน้ำ,37.0,https://propertyhub.in.th/listings/%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-%E0%B8%8B%E0%B8%B4%E0%B8%A1-%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-%E0%B8%A7%E0%B8%B4%E0%B8%A0%E0%B8%B2-%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%A7-%E0%B8%AD%E0%B8%B2%E0%B8%84%E0%B8%B2%E0%B8%A3-1-%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%99-17-1-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%82%E0%B8%99%E0%B8%B2%E0%B8%94-37-%E0%B8%95%E0%B8%A3%E0%B8%A1-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89-%E0%B9%80%E0%B8%8B%E0%B9%87%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B8%B1%E0%B8%A5%E0%B9%80%E0%B8%81%E0%B8%A9%E0%B8%95%E0%B8%A3%E0%B8%A8%E0%B8%B2%E0%B8%AA%E0%B8%95%E0%B8%A3%E0%B9%8C---5617452,เขตจตุจักร,13.8067337,100.5585996,จตุจักร,13,9245,12349.1,1798,5875,1119,122.0,39.0,42.0,13.0,8328.0,476.0,225.0,337.25,123.9,188.4,44.4,9396.1,1367.25,891.8,21.0,2.0,9.0,1.0,1604.0,112.0,49.0,711.3618754814321,สถานีหมอชิต,False,0.3200568990042674,1.120199146514936,0.8863636363636364,2.659090909090909,0.45896941306144945,0.45896941306144945,0.4051063829787234,1.0127659574468086,0.17183098591549295,0.4295774647887324,0.34710743801652894,1.3884297520661157,0.35135135135135137,1.0540540540540542,7.1103207395761965,1.0127659574468086,1.0,1.0127659574468086,8.123086697023005,49.60899495740102,50.39100504259898,77837.83783783784,7.568709984332762,Okay,42.822295058266214,18.006993006993007,6.643356643356643,18.88111888111888,18.53146853146853,63.00309053451945,Ultra-Luxury,63.00309053451945
ขายด่วน! ราคาดีที่สุดในคอนโด The Line Jatujak ห้องชั้นสูง เห็นสวนจตุจักร ห้องใหม่ สภาพนางฟ้า 1 Bed 1 Bath 27 Sq.m ขายเพียง 3.7 ล้านเท่านั้น,THE LINE Jatujak - Mochit,3700000.0,1 ห้องนอน,10,1 ห้องนอน,1 ห้องน้ำ,27.0,https://propertyhub.in.th/listings/%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B8%94%E0%B9%88%E0%B8%A7%E0%B8%99-%E0%B8%A3%E0%B8%B2%E0%B8%84%E0%B8%B2%E0%B8%94%E0%B8%B5%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%AA%E0%B8%B8%E0%B8%94%E0%B9%83%E0%B8%99%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-the-line-jatujak-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%99%E0%B8%AA%E0%B8%B9%E0%B8%87-%E0%B9%80%E0%B8%AB%E0%B9%87%E0%B8%99%E0%B8%AA%E0%B8%A7%E0%B8%99%E0%B8%88%E0%B8%95%E0%B8%B8%E0%B8%88%E0%B8%B1%E0%B8%81%E0%B8%A3-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88-%E0%B8%AA%E0%B8%A0%E0%B8%B2%E0%B8%9E%E0%B8%99%E0%B8%B2%E0%B8%87%E0%B8%9F%E0%B9%89%E0%B8%B2-1-bed-1-bath-27-sq-m-%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B9%80%E0%B8%9E%E0%B8%B5%E0%B8%A2%E0%B8%87-3-7-%E0%B8%A5%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%97%E0%B9%88%E0%B8%B2%E0%B8%99%E0%B8%B1%E0%B9%89%E0%B8%99---3961693,เขตจตุจักร,13.805826,100.556463,จตุจักร,14,8046,10744.550000000001,1727,5164,1094,85.0,32.0,43.0,9.0,7302.0,393.0,182.0,237.75,96.0,195.6,27.9,8353.6,1110.25,723.45,16.0,0.0,10.0,0.0,1584.0,82.0,35.0,471.0332012597779,สถานีหมอชิต,True,0.25889046941678523,0.9061166429587483,0.7272727272727273,2.1818181818181817,0.40242491044364836,0.40242491044364836,0.334468085106383,0.8361702127659575,0.11971830985915492,0.2992957746478873,0.35537190082644626,1.421487603305785,0.24324324324324326,0.7297297297297298,5.94087284290398,0.8361702127659575,0.0,0.0,5.94087284290398,33.85550778854558,66.14449221145442,137037.03703703705,13.502436799849416,Bad,52.642055411605,49.3006993006993,46.85314685314685,67.83216783216784,66.78321678321679,72.25041350806328,Ultra-Luxury,72.25041350806328
ขายด่วน ราคาดีสุดๆ ห้องตำแหน่งหายาก เห็นวิวชั้นสูง เห็นสวนจตุจักรเต็มๆแบบไม่บล็อค The Line Jatujak 1 Bed 1 Bath 35 Sq.m ขายเพียง 5.2 ล้านเท่านั้น,THE LINE Jatujak - Mochit,5200000.0,1 ห้องนอน,10,1 ห้องนอน,1 ห้องน้ำ,35.0,https://propertyhub.in.th/listings/%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B8%94%E0%B9%88%E0%B8%A7%E0%B8%99-%E0%B8%A3%E0%B8%B2%E0%B8%84%E0%B8%B2%E0%B8%94%E0%B8%B5%E0%B8%AA%E0%B8%B8%E0%B8%94%E0%B9%86-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%95%E0%B8%B3%E0%B9%81%E0%B8%AB%E0%B8%99%E0%B9%88%E0%B8%87%E0%B8%AB%E0%B8%B2%E0%B8%A2%E0%B8%B2%E0%B8%81-%E0%B9%80%E0%B8%AB%E0%B9%87%E0%B8%99%E0%B8%A7%E0%B8%B4%E0%B8%A7%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%99%E0%B8%AA%E0%B8%B9%E0%B8%87-%E0%B9%80%E0%B8%AB%E0%B9%87%E0%B8%99%E0%B8%AA%E0%B8%A7%E0%B8%99%E0%B8%88%E0%B8%95%E0%B8%B8%E0%B8%88%E0%B8%B1%E0%B8%81%E0%B8%A3%E0%B9%80%E0%B8%95%E0%B9%87%E0%B8%A1%E0%B9%86%E0%B9%81%E0%B8%9A%E0%B8%9A%E0%B9%84%E0%B8%A1%E0%B9%88%E0%B8%9A%E0%B8%A5%E0%B9%87%E0%B8%AD%E0%B8%84-the-line-jatujak-1-bed-1-bath-35-sq-m-%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B9%80%E0%B8%9E%E0%B8%B5%E0%B8%A2%E0%B8%87-5-2-%E0%B8%A5%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%97%E0%B9%88%E0%B8%B2%E0%B8%99%E0%B8%B1%E0%B9%89%E0%B8%99---3961689,เขตจตุจักร,13.805826,100.556463,จตุจักร,15,8046,10744.550000000001,1727,5164,1094,85.0,32.0,43.0,9.0,7302.0,393.0,182.0,237.75,96.0,195.6,27.9,8353.6,1110.25,723.45,16.0,0.0,10.0,0.0,1584.0,82.0,35.0,471.0332012597779,สถานีหมอชิต,True,0.25889046941678523,0.9061166429587483,0.7272727272727273,2.1818181818181817,0.40242491044364836,0.40242491044364836,0.334468085106383,0.8361702127659575,0.11971830985915492,0.2992957746478873,0.35537190082644626,1.421487603305785,0.24324324324324326,0.7297297297297298,5.94087284290398,0.8361702127659575,0.0,0.0,5.94087284290398,33.85550778854558,66.14449221145442,148571.42857142858,14.658566093389133,Bad,51.48592611806529,49.3006993006993,52.09790209790209,63.63636363636363,66.08391608391608,71.90357472000136,Ultra-Luxury,71.90357472000136
คอนโด 1-ห้องนอน ที่ คอนโด นอตติ้ง ฮิลล์ จตุจักร อินเตอร์เชนจ์ ใกล้ BTS สะพานควาย (ID 1646735),Notting Hill Jatujak - Interchange,3890000.0,1 ห้องนอน,6,1 ห้องนอน,1 ห้องน้ำ,33.96,https://propertyhub.in.th/listings/%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-1-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%97%E0%B8%B5%E0%B9%88-%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-%E0%B8%99%E0%B8%AD%E0%B8%95%E0%B8%95%E0%B8%B4%E0%B9%89%E0%B8%87-%E0%B8%AE%E0%B8%B4%E0%B8%A5%E0%B8%A5%E0%B9%8C-%E0%B8%88%E0%B8%95%E0%B8%B8%E0%B8%88%E0%B8%B1%E0%B8%81%E0%B8%A3-%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%8A%E0%B8%99%E0%B8%88%E0%B9%8C-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89-bts-%E0%B8%AA%E0%B8%B0%E0%B8%9E%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A2-id-1646735---5110775,เขตจตุจักร,13.7972485,100.5520584,จตุจักร,16,5890,7927.2,1212,3781,771,58.0,23.0,34.0,8.0,5329.0,280.0,158.0,162.0,69.0,156.4,25.8,6123.2,766.75,624.05,10.0,0.0,9.0,0.0,1135.0,37.0,21.0,465.5031451201946,สถานีสะพานควาย,True,0.22475106685633,0.786628733997155,0.5227272727272727,1.5681818181818181,0.293689721686415,0.293689721686415,0.23829787234042554,0.5957446808510638,0.08169014084507042,0.20422535211267606,0.2809917355371901,1.1239669421487604,0.21621621621621623,0.6486486486486487,4.625341216775473,0.5957446808510638,0.0,0.0,4.625341216775473,24.35863352330292,75.64136647669707,114546.52532391048,11.248140217258554,Bad,64.39322625943852,77.62237762237763,33.56643356643357,93.00699300699301,91.25874125874127,79.57451446851039,Ultra-Luxury,79.57451446851039
คอนโด 2-ห้องนอน ที่ เดอะ เซนต์ ลาดพร้าว ใกล้ MRT พหลโยธิน (ID 2356067),The Saint Residences,5100000.0,2 ห้องนอน,,2 ห้องนอน,2 ห้องน้ำ,57.08,https://propertyhub.in.th/listings/%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-2-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%97%E0%B8%B5%E0%B9%88-%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0-%E0%B9%80%E0%B8%8B%E0%B8%99%E0%B8%95%E0%B9%8C-%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%A7-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89-mrt-%E0%B8%9E%E0%B8%AB%E0%B8%A5%E0%B9%82%E0%B8%A2%E0%B8%98%E0%B8%B4%E0%B8%99-id-2356067---5496388,เขตจตุจักร,13.81151,100.561078,จตุจักร,17,10131,13850.749999999998,2179,6395,1364,132.0,40.0,55.0,19.0,9103.0,528.0,254.0,367.25,129.9,242.0,63.9,10455.3,1570.75,1021.65,25.0,4.0,8.0,2.0,1949.0,125.0,66.0,603.662258969957,สถานีห้าแยกลาดพร้าว,False,0.3613086770981508,1.2645803698435278,0.9090909090909091,2.727272727272727,0.5016809038302563,0.5016809038302563,0.4493617021276596,1.123404255319149,0.18591549295774648,0.4647887323943662,0.45454545454545453,1.8181818181818181,0.5135135135135135,1.5405405405405403,8.317045092063236,1.123404255319149,1.0,1.123404255319149,9.440449347382385,59.11908745818576,40.88091254181424,89348.28311142257,8.72243906685945,Okay,32.15847347495479,7.3426573426573425,17.657342657342657,12.412587412587413,11.363636363636363,55.999907059212134,Ultra-Luxury,55.999907059212134
คอนโด 1-ห้องนอน ที่ คอนโด นอตติ้ง ฮิลล์ จตุจักร อินเตอร์เชนจ์ ใกล้ BTS สะพานควาย (ID 2075166),Notting Hill Jatujak - Interchange,3850000.0,1 ห้องนอน,,1 ห้องนอน,1 ห้องน้ำ,34.0,https://propertyhub.in.th/listings/%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-1-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%97%E0%B8%B5%E0%B9%88-%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-%E0%B8%99%E0%B8%AD%E0%B8%95%E0%B8%95%E0%B8%B4%E0%B9%89%E0%B8%87-%E0%B8%AE%E0%B8%B4%E0%B8%A5%E0%B8%A5%E0%B9%8C-%E0%B8%88%E0%B8%95%E0%B8%B8%E0%B8%88%E0%B8%B1%E0%B8%81%E0%B8%A3-%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%8A%E0%B8%99%E0%B8%88%E0%B9%8C-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89-bts-%E0%B8%AA%E0%B8%B0%E0%B8%9E%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A2-id-2075166---5110313,เขตจตุจักร,13.7972485,100.5520584,จตุจักร,18,5890,7927.2,1212,3781,771,58.0,23.0,34.0,8.0,5329.0,280.0,158.0,162.0,69.0,156.4,25.8,6123.2,766.75,624.05,10.0,0.0,9.0,0.0,1135.0,37.0,21.0,465.5031451201946,สถานีสะพานควาย,True,0.22475106685633,0.786628733997155,0.5227272727272727,1.5681818181818181,0.293689721686415,0.293689721686415,0.23829787234042554,0.5957446808510638,0.08169014084507042,0.20422535211267606,0.2809917355371901,1.1239669421487604,0.21621621621621623,0.6486486486486487,4.625341216775473,0.5957446808510638,0.0,0.0,4.625341216775473,24.35863352330292,75.64136647669707,113235.29411764706,11.116711281137864,Bad,64.5246551955592,77.62237762237763,32.51748251748251,94.05594405594405,91.95804195804196,79.61394314934658,Ultra-Luxury,79.61394314934658
ขายคอนโด เอ็ม จตุจักร อาคาร A ชั้น 20 1 ห้องนอน ขนาด 36 ตรม ใกล้ ตลาด อ.ต.ก.,M Jatujak,3950000.0,1 ห้องนอน,20.0,1 ห้องนอน,1 ห้องน้ำ,36.0,https://propertyhub.in.th/listings/%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%A1-%E0%B8%88%E0%B8%95%E0%B8%B8%E0%B8%88%E0%B8%B1%E0%B8%81%E0%B8%A3-%E0%B8%AD%E0%B8%B2%E0%B8%84%E0%B8%B2%E0%B8%A3-a-%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%99-20-1-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%82%E0%B8%99%E0%B8%B2%E0%B8%94-36-%E0%B8%95%E0%B8%A3%E0%B8%A1-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89-%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94-%E0%B8%AD-%E0%B8%95-%E0%B8%81--aabe09ac---5627847,เขตจตุจักร,13.797088,100.551662,จตุจักร,19,5755,7754.3,1189,3698,756,58.0,23.0,33.0,8.0,5205.0,274.0,154.0,162.0,69.0,152.4,25.8,5986.3,750.5,608.3,10.0,0.0,9.0,0.0,1114.0,36.0,20.0,426.6325333608844,สถานีสะพานควาย,True,0.21906116642958748,0.7667140825035562,0.5227272727272727,1.5681818181818181,0.2868558831634059,0.2868558831634059,0.23319148936170211,0.5829787234042553,0.08169014084507042,0.20422535211267606,0.2727272727272727,1.0909090909090908,0.21621621621621623,0.6486486486486487,4.565534875519196,0.5829787234042553,0.0,0.0,4.565534875519196,23.92688920648513,76.07311079351487,109722.22222222222,10.764584745767394,Perfect,65.30852604774748,88.46153846153845,30.944055944055943,95.62937062937063,97.37762237762237,80.0218021317302,Ultra-Luxury,80.0218021317302
ขายคอนโด นอตติ้ง ฮิลล์ จตุจักร อินเตอร์เชนจ์ อาคาร 1 ชั้น 5 1 ห้องนอน ขนาด 33 ตรม ใกล้ ธนาคารออมสินสำนักงานใหญ่,Notting Hill Jatujak - Interchange,3970000.0,1 ห้องนอน,5,1 ห้องนอน,1 ห้องน้ำ,33.0,https://propertyhub.in.th/listings/%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-%E0%B8%99%E0%B8%AD%E0%B8%95%E0%B8%95%E0%B8%B4%E0%B9%89%E0%B8%87-%E0%B8%AE%E0%B8%B4%E0%B8%A5%E0%B8%A5%E0%B9%8C-%E0%B8%88%E0%B8%95%E0%B8%B8%E0%B8%88%E0%B8%B1%E0%B8%81%E0%B8%A3-%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%8A%E0%B8%99%E0%B8%88%E0%B9%8C-%E0%B8%AD%E0%B8%B2%E0%B8%84%E0%B8%B2%E0%B8%A3-1-%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%99-5-1-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%82%E0%B8%99%E0%B8%B2%E0%B8%94-33-%E0%B8%95%E0%B8%A3%E0%B8%A1-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89-%E0%B8%98%E0%B8%99%E0%B8%B2%E0%B8%84%E0%B8%B2%E0%B8%A3%E0%B8%AD%E0%B8%AD%E0%B8%A1%E0%B8%AA%E0%B8%B4%E0%B8%99%E0%B8%AA%E0%B8%B3%E0%B8%99%E0%B8%B1%E0%B8%81%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88--bf6c09f4---4795953,เขตจตุจักร,13.7972485,100.5520584,จตุจักร,20,5890,7927.2,1212,3781,771,58.0,23.0,34.0,8.0,5329.0,280.0,158.0,162.0,69.0,156.4,25.8,6123.2,766.75,624.05,10.0,0.0,9.0,0.0,1135.0,37.0,21.0,465.5031451201946,สถานีสะพานควาย,True,0.22475106685633,0.786628733997155,0.5227272727272727,1.5681818181818181,0.293689721686415,0.293689721686415,0.23829787234042554,0.5957446808510638,0.08169014084507042,0.20422535211267606,0.2809917355371901,1.1239669421487604,0.21621621621621623,0.6486486486486487,4.625341216775473,0.5957446808510638,0.0,0.0,4.625341216775473,24.35863352330292,75.64136647669707,120303.0303030303,11.825133291832449,Bad,63.81623318486462,77.62237762237763,37.06293706293706,89.5104895104895,87.41258741258741,79.40141654613822,Ultra-Luxury,79.40141654613822
ขายคอนโด ยู ดีไลท์ แอท จตุจักร สเตชั่น 2 ห้องนอน   ชั้น22  อาคารA  ใกล้ BTS หมอชิต,U Delight @ Jatujak Station,5660000.0,2 ห้องนอน,22,2 ห้องนอน,2 ห้องน้ำ,64.0,https://propertyhub.in.th/listings/%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-%E0%B8%A2%E0%B8%B9-%E0%B8%94%E0%B8%B5%E0%B9%84%E0%B8%A5%E0%B8%97%E0%B9%8C-%E0%B9%81%E0%B8%AD%E0%B8%97-%E0%B8%88%E0%B8%95%E0%B8%B8%E0%B8%88%E0%B8%B1%E0%B8%81%E0%B8%A3-%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B8%8A%E0%B8%B1%E0%B9%88%E0%B8%99-2-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%9922-%E0%B8%AD%E0%B8%B2%E0%B8%84%E0%B8%B2%E0%B8%A3a-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89-bts-%E0%B8%AB%E0%B8%A1%E0%B8%AD%E0%B8%8A%E0%B8%B4%E0%B8%95--b6c20965---4898101,เขตจตุจักร,13.801438,100.5570635,จตุจักร,21,8053,10754.599999999999,1564,5167,995,77.0,36.0,62.0,12.0,7290.0,374.0,202.0,213.75,109.5,275.6,38.7,8294.3,1035.25,787.5,14.0,1.0,12.0,0.0,1455.0,55.0,27.0,386.56155920012935,สถานีหมอชิต,True,0.28733997155049784,1.0056899004267423,0.8181818181818182,2.4545454545454546,0.4017635712317443,0.4017635712317443,0.31829787234042556,0.7957446808510639,0.10845070422535211,0.27112676056338025,0.512396694214876,2.049586776859504,0.32432432432432434,0.972972972972973,7.155685436599798,0.7957446808510639,0.0,0.0,7.155685436599798,42.62528741909285,57.37471258090715,88437.5,8.631148335828058,Okay,48.74356424507909,23.95104895104895,16.783216783216783,51.048951048951054,21.678321678321677,67.57295430588658,Ultra-Luxury,67.57295430588658
