Project_Name,condo_name,Price,Room_Type,Floor,Bedrooms,Bathrooms,Room_Size,Original_Link,district_name,latitude,longitude,district_clean,condo_id,total_problems,total_score,total_unresolved,unique_tickets,unique_unresolved,count_cleanliness,count_environment,count_flood,count_noise,count_other,count_road,count_safety,score_cleanliness,score_environment,score_flood,score_noise,score_other,score_road,score_safety,unresolved_cleanliness,unresolved_environment,unresolved_flood,unresolved_noise,unresolved_other,unresolved_road,unresolved_safety,dist_to_bts_m,nearest_bts,near_bts,norm_safety,risk_safety,norm_environment,risk_environment,norm_other,risk_other,norm_road,risk_road,norm_cleanliness,risk_cleanliness,norm_flood,risk_flood,norm_noise,risk_noise,risk_non_travel,risk_travel_raw,travel_factor,risk_travel_effective,raw_risk,risk_score_0_100,safety_score_0_100,price_per_sqm,price_score_0_100,quality_label,value_index,safety_pct_in_district,price_pct_in_district,value_index_pct_in_district,overall_pct_in_district,overall_score_0_100,Cluster_Label,livability
ขาย!!! 🏙️ คอนโด Supalai Park Srinakarin ( ห้องกว้าง รีโนเวทใหม่เรียบ หรู👍👍👍 ),Supalai Park Srinakarin,2399000.0,1 ห้องนอน,11,1 ห้องนอน,1 ห้องน้ำ,51.29,https://propertyhub.in.th/listings/%E0%B8%82%E0%B8%B2%E0%B8%A2-%EF%B8%8F-%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-supalai-park-srinakarin-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%81%E0%B8%A7%E0%B9%89%E0%B8%B2%E0%B8%87-%E0%B8%A3%E0%B8%B5%E0%B9%82%E0%B8%99%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88%E0%B9%80%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B8%9A-%E0%B8%AB%E0%B8%A3%E0%B8%B9---5150477,เขตประเวศ,13.69276,100.64721,ประเวศ,489,3052,4055.85,552,1989,358,42.0,6.0,33.0,4.0,2774.0,116.0,77.0,119.5,18.0,149.2,12.0,3109.5,329.5,318.15,8.0,0.0,8.0,0.0,488.0,25.0,23.0,4275.462573725637,สถานีปุณณวิถี,False,0.10953058321479374,0.3833570412517781,0.13636363636363635,0.40909090909090906,0.15287958115183245,0.15287958115183245,0.09872340425531916,0.2468085106382979,0.059154929577464786,0.14788732394366197,0.2727272727272727,1.0909090909090908,0.10810810810810811,0.32432432432432434,2.5084482706715967,0.2468085106382979,1.0,0.2468085106382979,2.7552567813098947,10.858420836459445,89.14157916354056,46773.250146227336,4.455006091507617,Good,84.68657307203294,31.296296296296294,23.703703703703706,34.074074074074076,33.33333333333333,91.0626035870261,Value & High-Risk,91.0626035870261
ขาย!!! 🏙️คอนโด อิลีเม้นท์ ศรีนครินทร์ (ใกล้รถไฟฟ้า ส่วนกลางครบ สวยตรงปก👍👍👍👍 ),Elements Srinakarin,3500000.0,2 ห้องนอน,6,2 ห้องนอน,2 ห้องน้ำ,52.75,https://propertyhub.in.th/listings/%E0%B8%82%E0%B8%B2%E0%B8%A2-%EF%B8%8F%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-%E0%B8%AD%E0%B8%B4%E0%B8%A5%E0%B8%B5%E0%B9%80%E0%B8%A1%E0%B9%89%E0%B8%99%E0%B8%97%E0%B9%8C-%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89%E0%B8%A3%E0%B8%96%E0%B9%84%E0%B8%9F%E0%B8%9F%E0%B9%89%E0%B8%B2-%E0%B8%AA%E0%B9%88%E0%B8%A7%E0%B8%99%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87%E0%B8%84%E0%B8%A3%E0%B8%9A-%E0%B8%AA%E0%B8%A7%E0%B8%A2%E0%B8%95%E0%B8%A3%E0%B8%87%E0%B8%9B%E0%B8%81---4679614,เขตประเวศ,13.696341,100.645468,ประเวศ,490,2587,3385.85,472,1720,318,31.0,3.0,32.0,3.0,2379.0,81.0,58.0,90.0,9.0,145.2,9.0,2668.0,225.25,239.4,5.0,0.0,8.0,0.0,428.0,14.0,17.0,4142.3494348441145,สถานีปุณณวิถี,False,0.08250355618776671,0.2887624466571835,0.06818181818181818,0.20454545454545453,0.13111049875998898,0.13111049875998898,0.06893617021276596,0.17234042553191492,0.04366197183098591,0.10915492957746478,0.2644628099173554,1.0578512396694215,0.08108108108108109,0.24324324324324326,2.0346678124527564,0.17234042553191492,1.0,0.17234042553191492,2.207008237984671,6.900593157785696,93.09940684221431,66350.71090047393,6.417318173911078,Good,86.68208866830322,60.92592592592593,84.62962962962963,51.66666666666667,52.407407407407405,93.24438933737669,Value & High-Risk,93.24438933737669
ขาย!!! 🏙️ Aspire Srinakarin (ห้องสวย ตกแต่งใหม่ ตรงปก ส่วนกลางครบ 🌈🌈🌈),Aspire Srinakarin,1690000.0,1 ห้องนอน,2,1 ห้องนอน,1 ห้องน้ำ,29.0,https://propertyhub.in.th/listings/%E0%B8%82%E0%B8%B2%E0%B8%A2-%EF%B8%8F-aspire-srinakarin-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%A7%E0%B8%A2-%E0%B8%95%E0%B8%81%E0%B9%81%E0%B8%95%E0%B9%88%E0%B8%87%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88-%E0%B8%95%E0%B8%A3%E0%B8%87%E0%B8%9B%E0%B8%81-%E0%B8%AA%E0%B9%88%E0%B8%A7%E0%B8%99%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87%E0%B8%84%E0%B8%A3%E0%B8%9A---5523413,เขตประเวศ,13.6969116,100.6506387,ประเวศ,491,1778,2304.15,343,1184,237,25.0,3.0,15.0,3.0,1634.0,57.0,41.0,68.75,9.0,63.2,9.0,1837.7,155.5,161.0,2.0,0.0,1.0,0.0,322.0,8.0,10.0,4719.913124651245,สถานีปุณณวิถี,False,0.05832147937411095,0.20412517780938833,0.06818181818181818,0.20454545454545453,0.09005235602094241,0.09005235602094241,0.04851063829787234,0.12127659574468085,0.035211267605633804,0.08802816901408451,0.12396694214876033,0.49586776859504134,0.08108108108108109,0.24324324324324326,1.3258621692281545,0.12127659574468085,1.0,0.12127659574468085,1.4471387649728353,1.4150657102800925,98.58493428971991,58275.862068965514,5.607950011994913,Good,92.976984277725,92.5925925925926,59.81481481481481,89.81481481481481,90.55555555555556,97.32706899920547,Value & High-Risk,97.32706899920547
🔥ดีคอนโด อ่อนนุช-พระราม 9 อาคาร B ชั้น 8 ห้อง Studio ขนาด 29.95 ตรม🔥 เพียง 1.39 ล้าน!,dcondo Onnut - Rama 9,1390000.0,สตูดิโอ,8,1 ห้องนอน,1 ห้องน้ำ,29.95,https://propertyhub.in.th/listings/%E0%B8%94%E0%B8%B5%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-%E0%B8%AD%E0%B9%88%E0%B8%AD%E0%B8%99%E0%B8%99%E0%B8%B8%E0%B8%8A-%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A3%E0%B8%B2%E0%B8%A1-9-%E0%B8%AD%E0%B8%B2%E0%B8%84%E0%B8%B2%E0%B8%A3-b-%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%99-8-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87-studio-%E0%B8%82%E0%B8%99%E0%B8%B2%E0%B8%94-29-95-%E0%B8%95%E0%B8%A3%E0%B8%A1-%E0%B9%80%E0%B8%9E%E0%B8%B5%E0%B8%A2%E0%B8%87-1-39-%E0%B8%A5%E0%B9%89%E0%B8%B2%E0%B8%99---4233106,เขตประเวศ,13.729596462,100.700615453,ประเวศ,492,1112,1533.1000000000001,216,706,120,9.0,4.0,24.0,3.0,984.0,58.0,30.0,23.75,13.5,98.0,10.5,1094.2,169.25,123.9,1.0,1.0,1.0,1.0,186.0,17.0,9.0,11198.056516113666,สถานีปุณณวิถี,False,0.04267425320056899,0.14935988620199145,0.09090909090909091,0.2727272727272727,0.05422981537613668,0.05422981537613668,0.04936170212765958,0.12340425531914895,0.01267605633802817,0.03169014084507042,0.19834710743801653,0.7933884297520661,0.08108108108108109,0.24324324324324326,1.5446387881457806,0.12340425531914895,1.0,0.12340425531914895,1.6680430434649296,3.0097823372512753,96.99021766274872,46410.68447412354,4.418664963923965,Good,92.57155269882476,84.62962962962963,22.962962962962962,85.55555555555556,85.55555555555556,96.56755287474691,Value & High-Risk,96.56755287474691
✨ ขายคอนโด The Trio Garden (เดอะ ทรีโอ การ์เด้น) เพียง 1.3 ล้านบาท ✨,The Trio Garden,1300000.0,1 ห้องนอน,ุ6,1 ห้องนอน,1 ห้องน้ำ,39.4,https://propertyhub.in.th/listings/%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-the-trio-garden-%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0-%E0%B8%97%E0%B8%A3%E0%B8%B5%E0%B9%82%E0%B8%AD-%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%94%E0%B9%89%E0%B8%99-%E0%B9%80%E0%B8%9E%E0%B8%B5%E0%B8%A2%E0%B8%87-1-3-%E0%B8%A5%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%9A%E0%B8%B2%E0%B8%97---5436738,เขตประเวศ,13.7005808,100.6451261,ประเวศ,493,1512,1946.75,248,1002,173,12.0,1.0,21.0,1.0,1395.0,42.0,40.0,32.5,3.0,86.0,3.0,1549.6,112.0,160.65,0.0,0.0,1.0,0.0,234.0,5.0,8.0,4227.312295551609,สถานีปุณณวิถี,False,0.05689900426742532,0.19914651493598862,0.022727272727272728,0.06818181818181818,0.0768806833838523,0.0768806833838523,0.03574468085106383,0.08936170212765958,0.016901408450704224,0.04225352112676056,0.17355371900826447,0.6942148760330579,0.02702702702702703,0.08108108108108109,1.1617584947425585,0.08936170212765958,1.0,0.08936170212765958,1.2511201968702181,0.0,100.0,32994.92385786802,3.0739599747337665,Good,96.92604002526623,98.33333333333333,8.88888888888889,98.51851851851852,98.51851851851852,99.07781200757987,Value & High-Risk,99.07781200757987
🏢 ลุมพินี วิลล์ อ่อนนุช–พัฒนาการ  💰 ราคาพิเศษ: 1.299 ล้าน 📐 ขนาดห้อง: 23 ตร.ม. | ชั้น 4 | ระเบียงทิศใต้,LUMPINI VILLE ONNUT - PHATTHANAKAN,1450000.0,1 ห้องนอน,4,1 ห้องนอน,1 ห้องน้ำ,23.0,https://propertyhub.in.th/listings/%E0%B8%A5%E0%B8%B8%E0%B8%A1%E0%B8%9E%E0%B8%B4%E0%B8%99%E0%B8%B5-%E0%B8%A7%E0%B8%B4%E0%B8%A5%E0%B8%A5%E0%B9%8C-%E0%B8%AD%E0%B9%88%E0%B8%AD%E0%B8%99%E0%B8%99%E0%B8%B8%E0%B8%8A%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3-%E0%B8%A3%E0%B8%B2%E0%B8%84%E0%B8%B2%E0%B8%9E%E0%B8%B4%E0%B9%80%E0%B8%A8%E0%B8%A9-1-299-%E0%B8%A5%E0%B9%89%E0%B8%B2%E0%B8%99-%E0%B8%82%E0%B8%99%E0%B8%B2%E0%B8%94%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87-23-%E0%B8%95%E0%B8%A3-%E0%B8%A1-%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%99-4-%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%9A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%97%E0%B8%B4%E0%B8%A8%E0%B9%83%E0%B8%95%E0%B9%89---5579996,เขตประเวศ,13.7171265,100.6544728,ประเวศ,494,2870,3872.3,490,1747,298,28.0,11.0,30.0,4.0,2564.0,154.0,79.0,76.5,33.9,132.0,15.0,2865.6,443.75,305.55,4.0,0.0,1.0,2.0,441.0,29.0,13.0,5946.729621959067,สถานีบางจาก,False,0.112375533428165,0.3933143669985775,0.25,0.75,0.1413061449435106,0.1413061449435106,0.13106382978723405,0.32765957446808514,0.03943661971830986,0.09859154929577466,0.24793388429752067,0.9917355371900827,0.10810810810810811,0.32432432432432434,2.6992719227522697,0.32765957446808514,1.0,0.32765957446808514,3.026931497220355,12.819651237008653,87.18034876299134,63043.47826086957,6.085823571547643,Good,81.0945251914437,11.666666666666666,78.51851851851852,5.555555555555555,1.8518518518518516,89.20049706262964,Value & High-Risk,89.20049706262964
ขายคอนโด Supalai Park Srinakarin  ขนาด 37.05 ตร.ม. ชั้น 15 ใกล้รถไฟฟ้า ติดถนนศรีนครินทร์ เดินทางสะดวก,Supalai Park Srinakarin,1120000.0,1 ห้องนอน,15,1 ห้องนอน,1 ห้องน้ำ,37.05,https://propertyhub.in.th/listings/%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-supalai-park-srinakarin-%E0%B8%82%E0%B8%99%E0%B8%B2%E0%B8%94-37-05-%E0%B8%95%E0%B8%A3-%E0%B8%A1-%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%99-15-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89%E0%B8%A3%E0%B8%96%E0%B9%84%E0%B8%9F%E0%B8%9F%E0%B9%89%E0%B8%B2-%E0%B8%95%E0%B8%B4%E0%B8%94%E0%B8%96%E0%B8%99%E0%B8%99%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C-%E0%B9%80%E0%B8%94%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%B2%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%94%E0%B8%A7%E0%B8%81---5400276,เขตประเวศ,13.69276,100.64721,ประเวศ,495,3052,4055.85,552,1989,358,42.0,6.0,33.0,4.0,2774.0,116.0,77.0,119.5,18.0,149.2,12.0,3109.5,329.5,318.15,8.0,0.0,8.0,0.0,488.0,25.0,23.0,4275.462573725637,สถานีปุณณวิถี,False,0.10953058321479374,0.3833570412517781,0.13636363636363635,0.40909090909090906,0.15287958115183245,0.15287958115183245,0.09872340425531916,0.2468085106382979,0.059154929577464786,0.14788732394366197,0.2727272727272727,1.0909090909090908,0.10810810810810811,0.32432432432432434,2.5084482706715967,0.2468085106382979,1.0,0.2468085106382979,2.7552567813098947,10.858420836459445,89.14157916354056,30229.419703103915,2.796764566966013,Good,86.34481459657454,31.296296296296294,8.148148148148149,46.666666666666664,43.7037037037037,91.56007604438858,Value & High-Risk,91.56007604438858
ขายห้องชุด โครงการลุมพินีวิลล์ อ่อนนุช-พัฒนาการ,LUMPINI VILLE ONNUT - PHATTHANAKAN,1340000.0,1 ห้องนอน,6,1 ห้องนอน,1 ห้องน้ำ,22.9,https://propertyhub.in.th/listings/%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%8A%E0%B8%B8%E0%B8%94-%E0%B9%82%E0%B8%84%E0%B8%A3%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%A5%E0%B8%B8%E0%B8%A1%E0%B8%9E%E0%B8%B4%E0%B8%99%E0%B8%B5%E0%B8%A7%E0%B8%B4%E0%B8%A5%E0%B8%A5%E0%B9%8C-%E0%B8%AD%E0%B9%88%E0%B8%AD%E0%B8%99%E0%B8%99%E0%B8%B8%E0%B8%8A-%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3---5542666,เขตประเวศ,13.7171265,100.6544728,ประเวศ,496,2870,3872.3,490,1747,298,28.0,11.0,30.0,4.0,2564.0,154.0,79.0,76.5,33.9,132.0,15.0,2865.6,443.75,305.55,4.0,0.0,1.0,2.0,441.0,29.0,13.0,5946.729621959067,สถานีบางจาก,False,0.112375533428165,0.3933143669985775,0.25,0.75,0.1413061449435106,0.1413061449435106,0.13106382978723405,0.32765957446808514,0.03943661971830986,0.09859154929577466,0.24793388429752067,0.9917355371900827,0.10810810810810811,0.32432432432432434,2.6992719227522697,0.32765957446808514,1.0,0.32765957446808514,3.026931497220355,12.819651237008653,87.18034876299134,58515.283842794764,5.631948029177693,Good,81.54840073381365,11.666666666666666,62.59259259259259,16.666666666666664,12.962962962962962,89.33665972534062,Value & High-Risk,89.33665972534062
ขายห้องชุด โครงการอิลิเม้นท์ ศรีนครินทร์ 6-7,Elements Srinakarin,1613000.0,1 ห้องนอน,1,1 ห้องนอน,1 ห้องน้ำ,36.98,https://propertyhub.in.th/listings/%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%8A%E0%B8%B8%E0%B8%94-%E0%B9%82%E0%B8%84%E0%B8%A3%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%AD%E0%B8%B4%E0%B8%A5%E0%B8%B4%E0%B9%80%E0%B8%A1%E0%B9%89%E0%B8%99%E0%B8%97%E0%B9%8C-%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C-6-7---5542725,เขตประเวศ,13.696341,100.645468,ประเวศ,497,2587,3385.85,472,1720,318,31.0,3.0,32.0,3.0,2379.0,81.0,58.0,90.0,9.0,145.2,9.0,2668.0,225.25,239.4,5.0,0.0,8.0,0.0,428.0,14.0,17.0,4142.3494348441145,สถานีปุณณวิถี,False,0.08250355618776671,0.2887624466571835,0.06818181818181818,0.20454545454545453,0.13111049875998898,0.13111049875998898,0.06893617021276596,0.17234042553191492,0.04366197183098591,0.10915492957746478,0.2644628099173554,1.0578512396694215,0.08108108108108109,0.24324324324324326,2.0346678124527564,0.17234042553191492,1.0,0.17234042553191492,2.207008237984671,6.900593157785696,93.09940684221431,43618.171984856686,4.1387624236130485,Good,88.96064441860126,60.92592592592593,18.14814814814815,76.66666666666667,77.03703703703704,93.92795606246611,Value & High-Risk,93.92795606246611
ขายคอนโดลุมพินี วิลล์ อ่อนนุช-พัฒนาการ 26 ตรม.โทร.0999983897,LUMPINI VILLE ONNUT - PHATTHANAKAN,1270000.0,1 ห้องนอน,4,1 ห้องนอน,1 ห้องน้ำ,26.0,https://propertyhub.in.th/listings/%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94%E0%B8%A5%E0%B8%B8%E0%B8%A1%E0%B8%9E%E0%B8%B4%E0%B8%99%E0%B8%B5-%E0%B8%A7%E0%B8%B4%E0%B8%A5%E0%B8%A5%E0%B9%8C-%E0%B8%AD%E0%B9%88%E0%B8%AD%E0%B8%99%E0%B8%99%E0%B8%B8%E0%B8%8A-%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3-26-%E0%B8%95%E0%B8%A3%E0%B8%A1-%E0%B9%82%E0%B8%97%E0%B8%A3-0999983897---4061616,เขตประเวศ,13.7171265,100.6544728,ประเวศ,498,2870,3872.3,490,1747,298,28.0,11.0,30.0,4.0,2564.0,154.0,79.0,76.5,33.9,132.0,15.0,2865.6,443.75,305.55,4.0,0.0,1.0,2.0,441.0,29.0,13.0,5946.729621959067,สถานีบางจาก,False,0.112375533428165,0.3933143669985775,0.25,0.75,0.1413061449435106,0.1413061449435106,0.13106382978723405,0.32765957446808514,0.03943661971830986,0.09859154929577466,0.24793388429752067,0.9917355371900827,0.10810810810810811,0.32432432432432434,2.6992719227522697,0.32765957446808514,1.0,0.32765957446808514,3.026931497220355,12.819651237008653,87.18034876299134,48846.153846153844,4.662779920150961,Good,82.51756884284038,11.666666666666666,28.888888888888886,27.77777777777778,22.22222222222222,89.62741015804865,Value & High-Risk,89.62741015804865
ขายคอนโด อิลีเม้นท์ ศรีนครินทร์ Elements Srinakarin 29.69 ตร.ม ชั้น 5 ใกล้ซีคอน ศรีนครินทร์,Elements Srinakarin,1690000.0,1 ห้องนอน,5,1 ห้องนอน,1 ห้องน้ำ,30.0,https://propertyhub.in.th/listings/%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-%E0%B8%AD%E0%B8%B4%E0%B8%A5%E0%B8%B5%E0%B9%80%E0%B8%A1%E0%B9%89%E0%B8%99%E0%B8%97%E0%B9%8C-%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C-elements-srinakarin-29-69-%E0%B8%95%E0%B8%A3-%E0%B8%A1-%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%99-5-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89%E0%B8%8B%E0%B8%B5%E0%B8%84%E0%B8%AD%E0%B8%99-%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C--a6fa0944---3666885,เขตประเวศ,13.696341,100.645468,ประเวศ,499,2587,3385.85,472,1720,318,31.0,3.0,32.0,3.0,2379.0,81.0,58.0,90.0,9.0,145.2,9.0,2668.0,225.25,239.4,5.0,0.0,8.0,0.0,428.0,14.0,17.0,4142.3494348441145,สถานีปุณณวิถี,False,0.08250355618776671,0.2887624466571835,0.06818181818181818,0.20454545454545453,0.13111049875998898,0.13111049875998898,0.06893617021276596,0.17234042553191492,0.04366197183098591,0.10915492957746478,0.2644628099173554,1.0578512396694215,0.08108108108108109,0.24324324324324326,2.0346678124527564,0.17234042553191492,1.0,0.17234042553191492,2.207008237984671,6.900593157785696,93.09940684221431,56333.333333333336,5.413244086839624,Good,87.68616275537468,60.92592592592593,51.2962962962963,61.85185185185185,62.59259259259259,93.54561156349813,Value & High-Risk,93.54561156349813
ขาย ลุมพินี วิลล์ อ่อนนุช-พัฒนาการ ขนาด 1-2 ห้องนอน 22-53 ตารางเมตร,LUMPINI VILLE ONNUT - PHATTHANAKAN,1050000.0,1 ห้องนอน,8,1 ห้องนอน,1 ห้องน้ำ,22.54,https://propertyhub.in.th/listings/%E0%B8%82%E0%B8%B2%E0%B8%A2-%E0%B8%A5%E0%B8%B8%E0%B8%A1%E0%B8%9E%E0%B8%B4%E0%B8%99%E0%B8%B5-%E0%B8%A7%E0%B8%B4%E0%B8%A5%E0%B8%A5%E0%B9%8C-%E0%B8%AD%E0%B9%88%E0%B8%AD%E0%B8%99%E0%B8%99%E0%B8%B8%E0%B8%8A-%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3-%E0%B8%82%E0%B8%99%E0%B8%B2%E0%B8%94-1-2-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-22-53-%E0%B8%95%E0%B8%B2%E0%B8%A3%E0%B8%B2%E0%B8%87%E0%B9%80%E0%B8%A1%E0%B8%95%E0%B8%A3---4935029,เขตประเวศ,13.7171265,100.6544728,ประเวศ,500,2870,3872.3,490,1747,298,28.0,11.0,30.0,4.0,2564.0,154.0,79.0,76.5,33.9,132.0,15.0,2865.6,443.75,305.55,4.0,0.0,1.0,2.0,441.0,29.0,13.0,5946.729621959067,สถานีบางจาก,False,0.112375533428165,0.3933143669985775,0.25,0.75,0.1413061449435106,0.1413061449435106,0.13106382978723405,0.32765957446808514,0.03943661971830986,0.09859154929577466,0.24793388429752067,0.9917355371900827,0.10810810810810811,0.32432432432432434,2.6992719227522697,0.32765957446808514,1.0,0.32765957446808514,3.026931497220355,12.819651237008653,87.18034876299134,46583.85093167702,4.436021996901314,Good,82.74432676609003,11.666666666666666,23.333333333333332,28.888888888888886,22.962962962962962,89.69543753502354,Value & High-Risk,89.69543753502354
คอนโด 1-ห้องนอน ที่ คอนโด อิลีเม้นท์ ศรีนครินทร์ ใน หนองบอน (ID 2133384),Elements Srinakarin,3500000.0,1 ห้องนอน,4,1 ห้องนอน,1 ห้องน้ำ,62.71,https://propertyhub.in.th/listings/%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-1-%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%AD%E0%B8%99-%E0%B8%97%E0%B8%B5%E0%B9%88-%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-%E0%B8%AD%E0%B8%B4%E0%B8%A5%E0%B8%B5%E0%B9%80%E0%B8%A1%E0%B9%89%E0%B8%99%E0%B8%97%E0%B9%8C-%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C-%E0%B9%83%E0%B8%99-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%9A%E0%B8%AD%E0%B8%99-id-2133384---5153923,เขตประเวศ,13.696341,100.645468,ประเวศ,501,2587,3385.85,472,1720,318,31.0,3.0,32.0,3.0,2379.0,81.0,58.0,90.0,9.0,145.2,9.0,2668.0,225.25,239.4,5.0,0.0,8.0,0.0,428.0,14.0,17.0,4142.3494348441145,สถานีปุณณวิถี,False,0.08250355618776671,0.2887624466571835,0.06818181818181818,0.20454545454545453,0.13111049875998898,0.13111049875998898,0.06893617021276596,0.17234042553191492,0.04366197183098591,0.10915492957746478,0.2644628099173554,1.0578512396694215,0.08108108108108109,0.24324324324324326,2.0346678124527564,0.17234042553191492,1.0,0.17234042553191492,2.207008237984671,6.900593157785696,93.09940684221431,55812.470100462444,5.361036283796496,Good,87.73837055841781,60.92592592592593,46.666666666666664,65.18518518518519,65.92592592592592,93.56127390441107,Value & High-Risk,93.56127390441107
